PA,SZ,TOD,Pop,Time
Museum,Fort Canning,HDB 4-Room Flats,0,2017
Museum,Fort Canning,HDB 5-Room and Executive Flats,0,2017
Museum,Fort Canning,HUDC Flats (excluding those privatised),0,2017
Museum,Fort Canning,Landed Properties,0,2017
Museum,Fort Canning,Condominiums and Other Apartments,170,2017
Museum,Fort Canning,Others,10,2017
Newton,Cairnhill,HDB 1- and 2-Room Flats,0,2017
Newton,Cairnhill,HDB 3-Room Flats,0,2017
Newton,Cairnhill,HDB 4-Room Flats,0,2017
Newton,Cairnhill,HDB 5-Room and Executive Flats,0,2017
Newton,Cairnhill,HUDC Flats (excluding those privatised),0,2017
Newton,Cairnhill,Landed Properties,430,2017
Newton,Cairnhill,Condominiums and Other Apartments,2920,2017
Newton,Cairnhill,Others,180,2017
Newton,Goodwood Park,HDB 1- and 2-Room Flats,0,2017
Newton,Goodwood Park,HDB 3-Room Flats,0,2017
Newton,Goodwood Park,HDB 4-Room Flats,0,2017
Newton,Goodwood Park,HDB 5-Room and Executive Flats,0,2017
Newton,Goodwood Park,HUDC Flats (excluding those privatised),0,2017
Newton,Goodwood Park,Landed Properties,90,2017
Newton,Goodwood Park,Condominiums and Other Apartments,930,2017
Newton,Goodwood Park,Others,40,2017
Newton,Istana Negara,HDB 1- and 2-Room Flats,0,2017
Newton,Istana Negara,HDB 3-Room Flats,0,2017
Newton,Istana Negara,HDB 4-Room Flats,0,2017
Newton,Istana Negara,HDB 5-Room and Executive Flats,0,2017
Newton,Istana Negara,HUDC Flats (excluding those privatised),0,2017
Newton,Istana Negara,Landed Properties,0,2017
Newton,Istana Negara,Condominiums and Other Apartments,0,2017
Newton,Istana Negara,Others,0,2017
Newton,Monk's Hill,HDB 1- and 2-Room Flats,0,2017
Newton,Monk's Hill,HDB 3-Room Flats,0,2017
Newton,Monk's Hill,HDB 4-Room Flats,0,2017
Newton,Monk's Hill,HDB 5-Room and Executive Flats,0,2017
Newton,Monk's Hill,HUDC Flats (excluding those privatised),0,2017
Newton,Monk's Hill,Landed Properties,0,2017
Newton,Monk's Hill,Condominiums and Other Apartments,920,2017
Newton,Monk's Hill,Others,0,2017
Newton,Newton Circus,HDB 1- and 2-Room Flats,0,2017
Newton,Newton Circus,HDB 3-Room Flats,0,2017
Newton,Newton Circus,HDB 4-Room Flats,0,2017
Newton,Newton Circus,HDB 5-Room and Executive Flats,0,2017
Newton,Newton Circus,HUDC Flats (excluding those privatised),0,2017
Newton,Newton Circus,Landed Properties,20,2017
Newton,Newton Circus,Condominiums and Other Apartments,210,2017
Newton,Newton Circus,Others,10,2017
Newton,Orange Grove,HDB 1- and 2-Room Flats,0,2017
Newton,Orange Grove,HDB 3-Room Flats,0,2017
Newton,Orange Grove,HDB 4-Room Flats,0,2017
Newton,Orange Grove,HDB 5-Room and Executive Flats,0,2017
Newton,Orange Grove,HUDC Flats (excluding those privatised),0,2017
Newton,Orange Grove,Landed Properties,0,2017
Newton,Orange Grove,Condominiums and Other Apartments,1480,2017
Newton,Orange Grove,Others,0,2017
North-Eastern Islands,North-Eastern Islands,HDB 1- and 2-Room Flats,0,2017
North-Eastern Islands,North-Eastern Islands,HDB 3-Room Flats,0,2017
North-Eastern Islands,North-Eastern Islands,HDB 4-Room Flats,0,2017
North-Eastern Islands,North-Eastern Islands,HDB 5-Room and Executive Flats,0,2017
North-Eastern Islands,North-Eastern Islands,HUDC Flats (excluding those privatised),0,2017
North-Eastern Islands,North-Eastern Islands,Landed Properties,0,2017
North-Eastern Islands,North-Eastern Islands,Condominiums and Other Apartments,0,2017
North-Eastern Islands,North-Eastern Islands,Others,0,2017
Novena,Balestier,HDB 1- and 2-Room Flats,2030,2017
Novena,Balestier,HDB 3-Room Flats,7780,2017
Novena,Balestier,HDB 4-Room Flats,7060,2017
Novena,Balestier,HDB 5-Room and Executive Flats,4830,2017
Novena,Balestier,HUDC Flats (excluding those privatised),0,2017
Novena,Balestier,Landed Properties,550,2017
Novena,Balestier,Condominiums and Other Apartments,9410,2017
Novena,Balestier,Others,810,2017
Novena,Dunearn,HDB 1- and 2-Room Flats,0,2017
Novena,Dunearn,HDB 3-Room Flats,0,2017
Novena,Dunearn,HDB 4-Room Flats,0,2017
Novena,Dunearn,HDB 5-Room and Executive Flats,0,2017
Novena,Dunearn,HUDC Flats (excluding those privatised),0,2017
Novena,Dunearn,Landed Properties,3030,2017
Novena,Dunearn,Condominiums and Other Apartments,830,2017
Novena,Dunearn,Others,20,2017
Novena,Malcolm,HDB 1- and 2-Room Flats,0,2017
Novena,Malcolm,HDB 3-Room Flats,0,2017
Novena,Malcolm,HDB 4-Room Flats,0,2017
Novena,Malcolm,HDB 5-Room and Executive Flats,0,2017
Novena,Malcolm,HUDC Flats (excluding those privatised),0,2017
Novena,Malcolm,Landed Properties,1940,2017
Novena,Malcolm,Condominiums and Other Apartments,700,2017
Novena,Malcolm,Others,50,2017
Novena,Moulmein,HDB 1- and 2-Room Flats,0,2017
Novena,Moulmein,HDB 3-Room Flats,0,2017
Novena,Moulmein,HDB 4-Room Flats,180,2017
Novena,Moulmein,HDB 5-Room and Executive Flats,0,2017
Novena,Moulmein,HUDC Flats (excluding those privatised),0,2017
Novena,Moulmein,Landed Properties,1290,2017
Novena,Moulmein,Condominiums and Other Apartments,7300,2017
Novena,Moulmein,Others,110,2017
Novena,Mount Pleasant,HDB 1- and 2-Room Flats,0,2017
Novena,Mount Pleasant,HDB 3-Room Flats,0,2017
Novena,Mount Pleasant,HDB 4-Room Flats,0,2017
Novena,Mount Pleasant,HDB 5-Room and Executive Flats,0,2017
Novena,Mount Pleasant,HUDC Flats (excluding those privatised),0,2017
Novena,Mount Pleasant,Landed Properties,670,2017
Novena,Mount Pleasant,Condominiums and Other Apartments,0,2017
Novena,Mount Pleasant,Others,10,2017
Orchard,Boulevard,HDB 1- and 2-Room Flats,0,2017
Orchard,Boulevard,HDB 3-Room Flats,0,2017
Orchard,Boulevard,HDB 4-Room Flats,0,2017
Orchard,Boulevard,HDB 5-Room and Executive Flats,0,2017
Orchard,Boulevard,HUDC Flats (excluding those privatised),0,2017
Orchard,Boulevard,Landed Properties,0,2017
Orchard,Boulevard,Condominiums and Other Apartments,360,2017
Orchard,Boulevard,Others,80,2017
Orchard,Somerset,HDB 1- and 2-Room Flats,0,2017
Orchard,Somerset,HDB 3-Room Flats,0,2017
Orchard,Somerset,HDB 4-Room Flats,0,2017
Orchard,Somerset,HDB 5-Room and Executive Flats,0,2017
Orchard,Somerset,HUDC Flats (excluding those privatised),0,2017
Orchard,Somerset,Landed Properties,0,2017
Orchard,Somerset,Condominiums and Other Apartments,90,2017
Orchard,Somerset,Others,20,2017
Orchard,Tanglin,HDB 1- and 2-Room Flats,0,2017
Orchard,Tanglin,HDB 3-Room Flats,0,2017
Orchard,Tanglin,HDB 4-Room Flats,0,2017
Orchard,Tanglin,HDB 5-Room and Executive Flats,0,2017
Orchard,Tanglin,HUDC Flats (excluding those privatised),0,2017
Orchard,Tanglin,Landed Properties,0,2017
Orchard,Tanglin,Condominiums and Other Apartments,410,2017
Orchard,Tanglin,Others,10,2017
Outram,China Square,HDB 1- and 2-Room Flats,0,2017
Outram,China Square,HDB 3-Room Flats,1370,2017
Outram,China Square,HDB 4-Room Flats,0,2017
Outram,China Square,HDB 5-Room and Executive Flats,70,2017
Outram,China Square,HUDC Flats (excluding those privatised),0,2017
Outram,China Square,Landed Properties,0,2017
Outram,China Square,Condominiums and Other Apartments,50,2017
Outram,China Square,Others,10,2017
Outram,Chinatown,HDB 1- and 2-Room Flats,1140,2017
Outram,Chinatown,HDB 3-Room Flats,2740,2017
Outram,Chinatown,HDB 4-Room Flats,4750,2017
Outram,Chinatown,HDB 5-Room and Executive Flats,2080,2017
Outram,Chinatown,HUDC Flats (excluding those privatised),0,2017
Outram,Chinatown,Landed Properties,0,2017
Outram,Chinatown,Condominiums and Other Apartments,360,2017
Outram,Chinatown,Others,250,2017
Outram,Pearl's Hill,HDB 1- and 2-Room Flats,5060,2017
Outram,Pearl's Hill,HDB 3-Room Flats,1120,2017
Outram,Pearl's Hill,HDB 4-Room Flats,270,2017
Outram,Pearl's Hill,HDB 5-Room and Executive Flats,20,2017
Outram,Pearl's Hill,HUDC Flats (excluding those privatised),0,2017
Outram,Pearl's Hill,Landed Properties,0,2017
Outram,Pearl's Hill,Condominiums and Other Apartments,990,2017
Outram,Pearl's Hill,Others,260,2017
Outram,People's Park,HDB 1- and 2-Room Flats,0,2017
Outram,People's Park,HDB 3-Room Flats,0,2017
Outram,People's Park,HDB 4-Room Flats,0,2017
Outram,People's Park,HDB 5-Room and Executive Flats,0,2017
Outram,People's Park,HUDC Flats (excluding those privatised),0,2017
Outram,People's Park,Landed Properties,0,2017
Outram,People's Park,Condominiums and Other Apartments,310,2017
Outram,People's Park,Others,0,2017
Pasir Ris,Flora Drive,HDB 1- and 2-Room Flats,0,2017
Pasir Ris,Flora Drive,HDB 3-Room Flats,0,2017
Pasir Ris,Flora Drive,HDB 4-Room Flats,0,2017
Pasir Ris,Flora Drive,HDB 5-Room and Executive Flats,0,2017
Pasir Ris,Flora Drive,HUDC Flats (excluding those privatised),0,2017
Pasir Ris,Flora Drive,Landed Properties,3310,2017
Pasir Ris,Flora Drive,Condominiums and Other Apartments,10860,2017
Pasir Ris,Flora Drive,Others,340,2017
Pasir Ris,Loyang East,HDB 1- and 2-Room Flats,0,2017
Pasir Ris,Loyang East,HDB 3-Room Flats,0,2017
Pasir Ris,Loyang East,HDB 4-Room Flats,0,2017
Pasir Ris,Loyang East,HDB 5-Room and Executive Flats,0,2017
Pasir Ris,Loyang East,HUDC Flats (excluding those privatised),0,2017
Pasir Ris,Loyang East,Landed Properties,1240,2017
Pasir Ris,Loyang East,Condominiums and Other Apartments,900,2017
Pasir Ris,Loyang East,Others,20,2017
Pasir Ris,Loyang West,HDB 1- and 2-Room Flats,0,2017
Pasir Ris,Loyang West,HDB 3-Room Flats,0,2017
Pasir Ris,Loyang West,HDB 4-Room Flats,0,2017
Pasir Ris,Loyang West,HDB 5-Room and Executive Flats,0,2017
Pasir Ris,Loyang West,HUDC Flats (excluding those privatised),0,2017
Pasir Ris,Loyang West,Landed Properties,0,2017
Pasir Ris,Loyang West,Condominiums and Other Apartments,0,2017
Pasir Ris,Loyang West,Others,210,2017
Pasir Ris,Pasir Ris Central,HDB 1- and 2-Room Flats,560,2017
Pasir Ris,Pasir Ris Central,HDB 3-Room Flats,880,2017
Pasir Ris,Pasir Ris Central,HDB 4-Room Flats,6810,2017
Pasir Ris,Pasir Ris Central,HDB 5-Room and Executive Flats,14150,2017
Pasir Ris,Pasir Ris Central,HUDC Flats (excluding those privatised),0,2017
Pasir Ris,Pasir Ris Central,Landed Properties,390,2017
Pasir Ris,Pasir Ris Central,Condominiums and Other Apartments,5880,2017
Pasir Ris,Pasir Ris Central,Others,0,2017
Pasir Ris,Pasir Ris Drive,HDB 1- and 2-Room Flats,870,2017
Pasir Ris,Pasir Ris Drive,HDB 3-Room Flats,0,2017
Pasir Ris,Pasir Ris Drive,HDB 4-Room Flats,23120,2017
Pasir Ris,Pasir Ris Drive,HDB 5-Room and Executive Flats,31230,2017
Pasir Ris,Pasir Ris Drive,HUDC Flats (excluding those privatised),0,2017
Pasir Ris,Pasir Ris Drive,Landed Properties,0,2017
Pasir Ris,Pasir Ris Drive,Condominiums and Other Apartments,1730,2017
Pasir Ris,Pasir Ris Drive,Others,10,2017
Pasir Ris,Pasir Ris Park,HDB 1- and 2-Room Flats,0,2017
Pasir Ris,Pasir Ris Park,HDB 3-Room Flats,0,2017
Pasir Ris,Pasir Ris Park,HDB 4-Room Flats,0,2017
Pasir Ris,Pasir Ris Park,HDB 5-Room and Executive Flats,0,2017
Pasir Ris,Pasir Ris Park,HUDC Flats (excluding those privatised),0,2017
Pasir Ris,Pasir Ris Park,Landed Properties,250,2017
Pasir Ris,Pasir Ris Park,Condominiums and Other Apartments,6420,2017
Pasir Ris,Pasir Ris Park,Others,10,2017
Pasir Ris,Pasir Ris Wafer Fab Park,HDB 1- and 2-Room Flats,0,2017
Pasir Ris,Pasir Ris Wafer Fab Park,HDB 3-Room Flats,0,2017
Pasir Ris,Pasir Ris Wafer Fab Park,HDB 4-Room Flats,0,2017
Pasir Ris,Pasir Ris Wafer Fab Park,HDB 5-Room and Executive Flats,0,2017
Pasir Ris,Pasir Ris Wafer Fab Park,HUDC Flats (excluding those privatised),0,2017
Pasir Ris,Pasir Ris Wafer Fab Park,Landed Properties,0,2017
Pasir Ris,Pasir Ris Wafer Fab Park,Condominiums and Other Apartments,0,2017
Pasir Ris,Pasir Ris Wafer Fab Park,Others,0,2017
Pasir Ris,Pasir Ris West,HDB 1- and 2-Room Flats,0,2017
Pasir Ris,Pasir Ris West,HDB 3-Room Flats,0,2017
Pasir Ris,Pasir Ris West,HDB 4-Room Flats,10690,2017
Pasir Ris,Pasir Ris West,HDB 5-Room and Executive Flats,18010,2017
Pasir Ris,Pasir Ris West,HUDC Flats (excluding those privatised),0,2017
Pasir Ris,Pasir Ris West,Landed Properties,2080,2017
Pasir Ris,Pasir Ris West,Condominiums and Other Apartments,4950,2017
Pasir Ris,Pasir Ris West,Others,10,2017
Paya Lebar,Airport Road,HDB 1- and 2-Room Flats,0,2017
Paya Lebar,Airport Road,HDB 3-Room Flats,0,2017
Paya Lebar,Airport Road,HDB 4-Room Flats,0,2017
Paya Lebar,Airport Road,HDB 5-Room and Executive Flats,0,2017
Paya Lebar,Airport Road,HUDC Flats (excluding those privatised),0,2017
Paya Lebar,Airport Road,Landed Properties,0,2017
Paya Lebar,Airport Road,Condominiums and Other Apartments,0,2017
Paya Lebar,Airport Road,Others,0,2017
Paya Lebar,Paya Lebar East,HDB 1- and 2-Room Flats,0,2017
Paya Lebar,Paya Lebar East,HDB 3-Room Flats,0,2017
Paya Lebar,Paya Lebar East,HDB 4-Room Flats,0,2017
Paya Lebar,Paya Lebar East,HDB 5-Room and Executive Flats,0,2017
Paya Lebar,Paya Lebar East,HUDC Flats (excluding those privatised),0,2017
Paya Lebar,Paya Lebar East,Landed Properties,0,2017
Paya Lebar,Paya Lebar East,Condominiums and Other Apartments,0,2017
Paya Lebar,Paya Lebar East,Others,0,2017
Paya Lebar,Paya Lebar North,HDB 1- and 2-Room Flats,0,2017
Paya Lebar,Paya Lebar North,HDB 3-Room Flats,0,2017
Paya Lebar,Paya Lebar North,HDB 4-Room Flats,0,2017
Paya Lebar,Paya Lebar North,HDB 5-Room and Executive Flats,0,2017
Paya Lebar,Paya Lebar North,HUDC Flats (excluding those privatised),0,2017
Paya Lebar,Paya Lebar North,Landed Properties,0,2017
Paya Lebar,Paya Lebar North,Condominiums and Other Apartments,0,2017
Paya Lebar,Paya Lebar North,Others,0,2017
Paya Lebar,Paya Lebar West,HDB 1- and 2-Room Flats,0,2017
Paya Lebar,Paya Lebar West,HDB 3-Room Flats,0,2017
Paya Lebar,Paya Lebar West,HDB 4-Room Flats,0,2017
Paya Lebar,Paya Lebar West,HDB 5-Room and Executive Flats,0,2017
Paya Lebar,Paya Lebar West,HUDC Flats (excluding those privatised),0,2017
Paya Lebar,Paya Lebar West,Landed Properties,0,2017
Paya Lebar,Paya Lebar West,Condominiums and Other Apartments,0,2017
Paya Lebar,Paya Lebar West,Others,0,2017
Paya Lebar,Plab,HDB 1- and 2-Room Flats,0,2017
Paya Lebar,Plab,HDB 3-Room Flats,0,2017
Paya Lebar,Plab,HDB 4-Room Flats,0,2017
Paya Lebar,Plab,HDB 5-Room and Executive Flats,0,2017
Paya Lebar,Plab,HUDC Flats (excluding those privatised),0,2017
Paya Lebar,Plab,Landed Properties,0,2017
Paya Lebar,Plab,Condominiums and Other Apartments,0,2017
Paya Lebar,Plab,Others,0,2017
Pioneer,Benoi Sector,HDB 1- and 2-Room Flats,0,2017
Pioneer,Benoi Sector,HDB 3-Room Flats,0,2017
Pioneer,Benoi Sector,HDB 4-Room Flats,0,2017
Pioneer,Benoi Sector,HDB 5-Room and Executive Flats,0,2017
Pioneer,Benoi Sector,HUDC Flats (excluding those privatised),0,2017
Pioneer,Benoi Sector,Landed Properties,0,2017
Pioneer,Benoi Sector,Condominiums and Other Apartments,0,2017
Pioneer,Benoi Sector,Others,0,2017
Pioneer,Gul Basin,HDB 1- and 2-Room Flats,0,2017
Pioneer,Gul Basin,HDB 3-Room Flats,0,2017
Pioneer,Gul Basin,HDB 4-Room Flats,0,2017
Pioneer,Gul Basin,HDB 5-Room and Executive Flats,0,2017
Pioneer,Gul Basin,HUDC Flats (excluding those privatised),0,2017
Pioneer,Gul Basin,Landed Properties,0,2017
Pioneer,Gul Basin,Condominiums and Other Apartments,0,2017
Pioneer,Gul Basin,Others,0,2017
Pioneer,Gul Circle,HDB 1- and 2-Room Flats,0,2017
Pioneer,Gul Circle,HDB 3-Room Flats,0,2017
Pioneer,Gul Circle,HDB 4-Room Flats,0,2017
Pioneer,Gul Circle,HDB 5-Room and Executive Flats,0,2017
Pioneer,Gul Circle,HUDC Flats (excluding those privatised),0,2017
Pioneer,Gul Circle,Landed Properties,0,2017
Pioneer,Gul Circle,Condominiums and Other Apartments,0,2017
Pioneer,Gul Circle,Others,0,2017
Pioneer,Joo Koon,HDB 1- and 2-Room Flats,0,2017
Pioneer,Joo Koon,HDB 3-Room Flats,0,2017
Pioneer,Joo Koon,HDB 4-Room Flats,0,2017
Pioneer,Joo Koon,HDB 5-Room and Executive Flats,0,2017
Pioneer,Joo Koon,HUDC Flats (excluding those privatised),0,2017
Pioneer,Joo Koon,Landed Properties,0,2017
Pioneer,Joo Koon,Condominiums and Other Apartments,0,2017
Pioneer,Joo Koon,Others,0,2017
Pioneer,Pioneer Sector,HDB 1- and 2-Room Flats,0,2017
Pioneer,Pioneer Sector,HDB 3-Room Flats,0,2017
Pioneer,Pioneer Sector,HDB 4-Room Flats,0,2017
Pioneer,Pioneer Sector,HDB 5-Room and Executive Flats,0,2017
Pioneer,Pioneer Sector,HUDC Flats (excluding those privatised),0,2017
Pioneer,Pioneer Sector,Landed Properties,0,2017
Pioneer,Pioneer Sector,Condominiums and Other Apartments,0,2017
Pioneer,Pioneer Sector,Others,0,2017
Punggol,Coney Island,HDB 1- and 2-Room Flats,0,2017
Punggol,Coney Island,HDB 3-Room Flats,0,2017
Punggol,Coney Island,HDB 4-Room Flats,0,2017
Punggol,Coney Island,HDB 5-Room and Executive Flats,0,2017
Punggol,Coney Island,HUDC Flats (excluding those privatised),0,2017
Punggol,Coney Island,Landed Properties,0,2017
Punggol,Coney Island,Condominiums and Other Apartments,0,2017
Punggol,Coney Island,Others,0,2017
Punggol,Matilda,HDB 1- and 2-Room Flats,2330,2017
Punggol,Matilda,HDB 3-Room Flats,3900,2017
Punggol,Matilda,HDB 4-Room Flats,17170,2017
Punggol,Matilda,HDB 5-Room and Executive Flats,10500,2017
Punggol,Matilda,HUDC Flats (excluding those privatised),0,2017
Punggol,Matilda,Landed Properties,0,2017
Punggol,Matilda,Condominiums and Other Apartments,8590,2017
Punggol,Matilda,Others,0,2017
Punggol,Northshore,HDB 1- and 2-Room Flats,0,2017
Punggol,Northshore,HDB 3-Room Flats,0,2017
Punggol,Northshore,HDB 4-Room Flats,0,2017
Punggol,Northshore,HDB 5-Room and Executive Flats,0,2017
Punggol,Northshore,HUDC Flats (excluding those privatised),0,2017
Punggol,Northshore,Landed Properties,290,2017
Punggol,Northshore,Condominiums and Other Apartments,0,2017
Punggol,Northshore,Others,0,2017
Punggol,Punggol Canal,HDB 1- and 2-Room Flats,0,2017
Punggol,Punggol Canal,HDB 3-Room Flats,0,2017
Punggol,Punggol Canal,HDB 4-Room Flats,0,2017
